Well_Name,-1.833331771194935E-5, 0.5044288889039308, 1.0074872222612612, 1.5127650000504218, 2.0163788889185525, 2.520267777785193, 3.024715000006836, 3.5299955555819906, 4.035273333371151, 4.538887222239282, 5.041390000027604, 5.545278888894245, 6.051392777822912, 6.5555622222600505, 7.058340000046883, 7.560842777835205, 8.06667888892116, 8.571123333356809, 9.07473722222494, 9.580573333369102, 10.085017777804751, 10.59057611116441, 11.09613444446586, 11.601134444470517, 12.10558166669216, 12.610309444484301, 13.113923333352432, 13.62003722222289, 14.126151111151557, 14.631706666667014, 15.139765000029001, 15.64393444446614, 16.148659444472287, 16.65282611112343, 17.156998333346564, 17.662001111137215, 18.16755666671088, 18.67117055557901, 19.17478444444714, 19.680898333375808, 20.18478722224245, 20.6897900000331, 21.194795555609744, 21.7006316666957, 22.206465000053868, 22.71146777778631, 23.216748333361465, 23.72258444444742, 24.227865000022575, 24.733423333382234, 25.23870388889918, 25.744540000043344, 26.25120944448281, 26.757045555568766, 27.26232611114392, 27.76816500001587, 28.273445555591024, 28.777615000028163, 29.28345111111412, 29.789290000044275, 30.295403888914734, 30.801517777785193, 31.309298333362676, 31.8129150000168, 32.31764000002295, 32.82180944446009, 33.32875666668406, 33.833201111119706, 34.33848166669486, 34.842928888916504, 35.351262222277, 35.85598722222494, 36.3618233333691, 36.86682333337376, 37.37182611116441, 37.87599833338754, 38.37933444447117, 38.88350388890831, 39.39017083338695, 39.89794944447931, 40.40239583334187, 40.90739750000648, 41.414348888909444, 41.919626666698605, 42.42351833335124, 42.928798888926394, 43.43407944450155, 43.941304444451816, 44.44574888894567, 44.95186277781613, 45.456310000037774, 45.962143333337735, 46.46686833334388, 46.97214888891904, 47.478537777788006, 47.984096111147664, 48.4877072222298, 48.99409888894297, 49.500490555597935, 50.00577111111488, 50.51105166669004, 51.017440555559006, 51.52216555556515, 52.02744611114031, 52.53328222222626, 53.03800722223241, 53.54328777780756, 54.048010000027716, 54.55301277781837, 55.05940444447333, 55.564685000048485, 56.06968777778093, 56.57496555557009, 57.08024611114524, 57.58497111115139, 58.089137777802534, 58.594140555593185, 59.09942111116834, 59.6049766666838, 60.10997944447445, 60.61442666669609, 61.11914888891624, 61.6249850000022, 62.12943222222384, 62.63609888893552, 63.14221277780598, 63.64693777781213, 64.15194055560278, 64.65777666668873, 65.16527944448171, 
G09,0.072,0.07,0.07,0.069,0.068,0.069,0.069,0.068,0.068,0.069,0.069,0.072,0.072,0.072,0.072,0.074,0.075,0.076,0.079,0.08,0.081,0.085,0.088,0.092,0.097,0.099,0.104,0.115,0.123,0.127,0.145,0.151,0.181,0.191,0.205,0.227,0.265,0.292,0.334,0.354,0.37,0.386,0.408,0.42,0.416,0.435,0.438,0.421,0.445,0.449,0.449,0.431,0.456,0.459,0.461,0.438,0.438,0.442,0.442,0.447,0.473,0.476,0.479,0.479,0.454,0.453,0.458,0.491,0.461,0.461,0.499,0.464,0.469,0.472,0.511,0.514,0.516,0.52,0.524,0.485,0.526,0.533,0.536,0.536,0.496,0.542,0.543,0.501,0.55,0.553,0.549,0.554,0.513,0.512,0.558,0.562,0.563,0.517,0.563,0.52,0.568,0.521,0.569,0.571,0.527,0.572,0.527,0.576,0.528,0.577,0.531,0.534,0.535,0.533,0.581,0.536,0.584,0.587,0.536,0.539,0.535,0.589,0.538,0.592,0.54,0.542,0.546,0.592,0.546,0.548,
G10,0.069,0.068,0.069,0.068,0.069,0.069,0.068,0.069,0.069,0.07,0.071,0.074,0.075,0.076,0.078,0.081,0.082,0.087,0.09,0.092,0.098,0.104,0.108,0.115,0.125,0.134,0.148,0.168,0.184,0.203,0.236,0.255,0.292,0.328,0.373,0.415,0.482,0.508,0.509,0.541,0.556,0.562,0.559,0.567,0.589,0.582,0.583,0.599,0.593,0.596,0.601,0.62,0.612,0.612,0.612,0.628,0.628,0.629,0.628,0.634,0.626,0.623,0.629,0.629,0.644,0.65,0.649,0.641,0.658,0.658,0.653,0.665,0.67,0.673,0.663,0.668,0.672,0.674,0.678,0.694,0.689,0.69,0.696,0.698,0.715,0.706,0.712,0.729,0.715,0.719,0.722,0.721,0.741,0.742,0.734,0.739,0.745,0.762,0.748,0.764,0.752,0.771,0.762,0.762,0.777,0.761,0.773,0.768,0.781,0.769,0.783,0.791,0.79,0.793,0.779,0.798,0.786,0.791,0.803,0.808,0.803,0.791,0.805,0.796,0.809,0.809,0.809,0.802,0.817,0.814,
H09,0.073,0.073,0.073,0.074,0.073,0.074,0.073,0.073,0.074,0.074,0.076,0.078,0.078,0.08,0.08,0.082,0.083,0.084,0.086,0.094,0.092,0.099,0.109,0.116,0.116,0.122,0.131,0.153,0.167,0.167,0.191,0.194,0.222,0.244,0.248,0.276,0.322,0.347,0.336,0.377,0.397,0.408,0.386,0.395,0.435,0.411,0.413,0.453,0.424,0.429,0.435,0.469,0.442,0.443,0.447,0.479,0.482,0.489,0.484,0.492,0.47,0.47,0.476,0.48,0.511,0.518,0.515,0.492,0.526,0.531,0.505,0.537,0.542,0.542,0.514,0.519,0.521,0.523,0.528,0.56,0.532,0.533,0.536,0.536,0.572,0.539,0.542,0.574,0.546,0.546,0.549,0.551,0.587,0.587,0.559,0.559,0.559,0.597,0.559,0.596,0.563,0.598,0.568,0.568,0.6,0.57,0.606,0.581,0.609,0.576,0.612,0.615,0.613,0.612,0.586,0.615,0.585,0.587,0.617,0.618,0.62,0.591,0.623,0.59,0.623,0.626,0.624,0.594,0.626,0.625,
H10,0.057,0.059,0.061,0.061,0.062,0.063,0.059,0.059,0.058,0.058,0.058,0.062,0.062,0.063,0.063,0.064,0.066,0.068,0.07,0.072,0.075,0.079,0.084,0.089,0.096,0.101,0.11,0.114,0.131,0.141,0.149,0.179,0.18,0.196,0.226,0.255,0.276,0.311,0.365,0.365,0.378,0.394,0.421,0.433,0.427,0.447,0.447,0.44,0.459,0.466,0.467,0.457,0.471,0.476,0.479,0.47,0.472,0.475,0.477,0.483,0.497,0.501,0.508,0.508,0.503,0.506,0.509,0.526,0.518,0.523,0.539,0.528,0.532,0.535,0.553,0.56,0.566,0.567,0.568,0.559,0.576,0.58,0.584,0.583,0.571,0.588,0.591,0.579,0.597,0.598,0.601,0.6,0.591,0.594,0.607,0.611,0.617,0.601,0.618,0.605,0.621,0.605,0.622,0.627,0.613,0.625,0.611,0.625,0.619,0.635,0.619,0.624,0.623,0.621,0.638,0.626,0.643,0.642,0.627,0.628,0.629,0.644,0.63,0.647,0.631,0.631,0.629,0.646,0.631,0.636,
